
2021-01-05 15:11:57.659372,XRPUSDT -> XRPBUSD -> BUSDUSDT,0.004208,50
2021-01-05 15:11:57.671998,BTCUSDT -> ETHBTC -> ETHUSDT,0.007036,50.004208
2021-01-05 15:12:00.353644,XRPUSDT -> XRPBUSD -> BUSDUSDT,0.004209,50.011244
2021-01-05 15:12:01.547461,BTCUSDT -> ETHBTC -> ETHUSDT,0.013152,50.015453
2021-01-05 15:12:01.816663,XRPUSDT -> XRPBUSD -> BUSDUSDT,0.00421,50.028605
2021-01-05 15:12:03.035913,BTCUSDT -> ETHBTC -> ETHUSDT,0.012641,50.032815
2021-01-05 15:12:05.168741,XRPUSDT -> XRPBUSD -> BUSDUSDT,0.006419,50.045456
2021-01-05 15:12:06.899173,XRPUSDT -> XRPBUSD -> BUSDUSDT,0.000404,50.051875
2021-01-05 15:12:10.950601,TRXUSDT -> TRXXRP -> XRPUSDT,0.094934,50.052279000000006
2021-01-05 15:12:11.313061,XRPUSDT -> XRPBUSD -> BUSDUSDT,0.006432,50.14721300000001
2021-01-05 15:12:12.455156,TRXUSDT -> TRXXRP -> XRPUSDT,0.097349,50.153645000000004
2021-01-05 15:12:13.882747,TRXUSDT -> TRXXRP -> XRPUSDT,0.106448,50.250994000000006
2021-01-05 15:12:14.368383,XRPUSDT -> XRPBUSD -> BUSDUSDT,0.006993,50.357442000000006
2021-01-05 15:12:14.693334,SUSHIUSDT -> SUSHIBTC -> BTCUSDT,0.014235,50.36443500000001
2021-01-05 15:12:16.030790,XRPUSDT -> XRPBUSD -> BUSDUSDT,0.006996,50.37867000000001
2021-01-05 15:12:16.415513,SUSHIUSDT -> SUSHIBTC -> BTCUSDT,0.019509,50.38566600000001
2021-01-05 15:12:16.501357,TRXUSDT -> TRXXRP -> XRPUSDT,0.141804,50.40517500000001
2021-01-05 15:12:18.561159,SUSHIUSDT -> SUSHIBTC -> BTCUSDT,0.027605,50.54697900000001
2021-01-05 15:12:18.886194,TRXUSDT -> TRXXRP -> XRPUSDT,0.142281,50.57458400000001
2021-01-05 15:12:19.007260,BTCUSDT -> ETHBTC -> ETHUSDT,0.004988,50.716865000000006
2021-01-05 15:12:20.438603,SUSHIUSDT -> SUSHIBTC -> BTCUSDT,0.024661,50.721853
2021-01-05 15:12:20.962673,TRXUSDT -> TRXXRP -> XRPUSDT,0.109748,50.746514000000005
2021-01-05 15:12:22.357421,SUSHIUSDT -> SUSHIBTC -> BTCUSDT,0.028655,50.85626200000001
2021-01-05 15:12:22.623060,TRXUSDT -> TRXXRP -> XRPUSDT,0.110047,50.88491700000001
